Model,Layers,max_memory_usage_GiB
PialGCN,2,0.052767276763916016
PialGCN,2,0.05272388458251953
PialGCN,2,0.05272388458251953
PialGCN,2,0.05272388458251953
PialGCN,2,0.05272388458251953
PialGCN,2,0.05290365219116211
PialGCN,2,0.05329704284667969
PialGCN,2,0.05329704284667969
PialGCN,2,0.05272388458251953
PialGCN,2,0.05329704284667969
PialGCN,2,0.05272388458251953
PialGCN,2,0.05272388458251953
PialGCN,2,0.05272388458251953
PialGCN,2,0.05401754379272461
PialGCN,2,0.053653717041015625
PialGCN,2,0.0538334846496582
PialGCN,2,0.053653717041015625
PialGCN,2,0.05401754379272461
PialGCN,2,0.05422687530517578
PialGCN,2,0.05369710922241211
PialGCN,2,0.053653717041015625
PialGCN,2,0.05422687530517578
PialGCN,2,0.053653717041015625
PialGCN,2,0.047054290771484375
PialGCN,2,0.047054290771484375
PialGCN,2,0.047054290771484375
PialGCN,2,0.047054290771484375
PialGCN,2,0.047054290771484375
PialGCN,2,0.047054290771484375
PialGCN,2,0.04681730270385742
PialGCN,2,0.046244144439697266
PialGCN,2,0.046244144439697266
PialGCN,2,0.046244144439697266
PialGCN,2,0.046244144439697266
PialGCN,2,0.046244144439697266
PialGCN,2,0.04893684387207031
PialGCN,2,0.047795772552490234
PialGCN,2,0.04893684387207031
PialGCN,2,0.04802751541137695
PialGCN,2,0.04776906967163086
PialGCN,2,0.046504974365234375
PialGCN,2,0.046361446380615234
PialGCN,2,0.04679679870605469
PialGCN,2,0.0468449592590332
PialGCN,2,0.045504093170166016
PialGCN,2,0.04683542251586914
PialGCN,2,0.04683542251586914
PialGCN,2,0.0470128059387207
PialGCN,2,0.04683542251586914
PialGCN,2,0.04645109176635742
PialGCN,2,0.04645109176635742
PialGCN,2,0.04524660110473633
PialGCN,2,0.04632711410522461
PialGCN,2,0.04524660110473633
PialGCN,2,0.04632711410522461
PialGCN,2,0.04688882827758789
PialGCN,2,0.04679727554321289
PialGCN,2,0.04679727554321289
PialGCN,2,0.04568195343017578
PialGCN,2,0.04524660110473633
PialGCN,7,0.04568767547607422
PialGCN,7,0.04747772216796875
PialGCN,7,0.047028541564941406
PialGCN,7,0.047196388244628906
PialGCN,7,0.046634674072265625
PialGCN,7,0.047019004821777344
PialGCN,7,0.047028541564941406
PialGCN,7,0.04696178436279297
PialGCN,2,0.045560359954833984
PialGCN,2,0.045560359954833984
PialGCN,2,0.045560359954833984
PialGCN,2,0.04550313949584961
PialGCN,2,0.045560359954833984
PialGCN,2,0.04550313949584961
PialGCN,2,0.045560359954833984
PialGCN,2,0.04550313949584961
PialGCN,2,0.04550313949584961
PialGCN,2,0.045560359954833984
PialGCN,2,0.045560359954833984
PialGCN,2,0.045560359954833984
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.04549884796142578
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
PialGCN,2,0.0448307991027832
